name;ctrl1-01;rnase1-01;ctrl2-01;rnase2-01;ctrl3-01;rnase3-01;ctrl1-02;rnase1-02;ctrl2-02;rnase2-02;ctrl3-02;rnase3-02;ctrl1-03;rnase1-03;ctrl2-03;rnase2-03;ctrl3-03;rnase3-03;ctrl1-04;rnase1-04;ctrl2-04;rnase2-04;ctrl3-04;rnase3-04;ctrl1-05;rnase1-05;ctrl2-05;rnase2-05;ctrl3-05;rnase3-05;ctrl1-06;rnase1-06;ctrl2-06;rnase2-06;ctrl3-06;rnase3-06;ctrl1-07;rnase1-07;ctrl2-07;rnase2-07;ctrl3-07;rnase3-07;ctrl1-08;rnase1-08;ctrl2-08;rnase2-08;ctrl3-08;rnase3-08;ctrl1-09;rnase1-09;ctrl2-09;rnase2-09;ctrl3-09;rnase3-09;ctrl1-10;rnase1-10;ctrl2-10;rnase2-10;ctrl3-10;rnase3-10;ctrl1-11;rnase1-11;ctrl2-11;rnase2-11;ctrl3-11;rnase3-11;ctrl1-12;rnase1-12;ctrl2-12;rnase2-12;ctrl3-12;rnase3-12;ctrl1-13;rnase1-13;ctrl2-13;rnase2-13;ctrl3-13;rnase3-13;ctrl1-14;rnase1-14;ctrl2-14;rnase2-14;ctrl3-14;rnase3-14;ctrl1-15;rnase1-15;ctrl2-15;rnase2-15;ctrl3-15;rnase3-15;ctrl1-16;rnase1-16;ctrl2-16;rnase2-16;ctrl3-16;rnase3-16;ctrl1-17;rnase1-17;ctrl2-17;rnase2-17;ctrl3-17;rnase3-17;ctrl1-18;rnase1-18;ctrl2-18;rnase2-18;ctrl3-18;rnase3-18;ctrl1-19;rnase1-19;ctrl2-19;rnase2-19;ctrl3-19;rnase3-19;ctrl1-20;rnase1-20;ctrl2-20;rnase2-20;ctrl3-20;rnase3-20;ctrl1-21;rnase1-21;ctrl2-21;rnase2-21;ctrl3-21;rnase3-21;ctrl1-22;rnase1-22;ctrl2-22;rnase2-22;ctrl3-22;rnase3-22;ctrl1-23;rnase1-23;ctrl2-23;rnase2-23;ctrl3-23;rnase3-23;ctrl1-24;rnase1-24;ctrl2-24;rnase2-24;ctrl3-24;rnase3-24;ctrl1-25;rnase1-25;ctrl2-25;rnase2-25;ctrl3-25;rnase3-25
RS21_HUMAN;0;3353.519;2217.528;3671.584;1625.356;64250.7;6015.09;4615.983;6701.06;169570.58;13864.92;9434.88;79202.37;92614.23;83783.25;160678.82;150992.71;819802;573505;612660.2;551833.8;790613.4;552817;1797245;1463058.51;272276.12;421218.46;1254143.4;446863.75;1902586.9;1000976;177949;165417;520853;173411.2;629505.3;870600.1;152020.3;228145.2;221625;188581;301754.2;27144.4;5003.58;210922;148112;26004.5;140305;0;0;0;0;0;0;48905.6;39070.2;41319.4;65845.8;58248.8;37805.9;26554.4;26543;37700.1;32699.9;35998.1;4001.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSMB_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14146.928;178530.9;258900.18;1284194.3;26150.137;1042272.6;220462.7;793371.2;134142.39;800617;247139.9;1409767.1;1434971.1;2259453.2;633560.9;1927374;971335;2060927.5;827872.2;811423;757165.3;1302416.6;847198.2;99102.8;2129737.83;854931.247;1539238.23;1081979.43;2032576.33;824801.31;1421147.28;356884.79;1288873.61;445180.47;814710.22;492625.96;142894.9;54164.2;153943.7;78682.1;178997.5;86939;145441.6;37469.74;148777;49969.5;169374.2;52954.7;148431.3;16342.3;182642.2;18043.37;209391.8;29498.16;350636.5;14688.27;204381.3;25475.02;195515.3;22127.97;56470.9;4107.97;43048.9;4375.95;42880.5;3873.67;71578.4;880.407;54956.3;4151.474;44146.3;3184.8;43917.1;1144.6;43042.7;3157.78;44053.9;1902.31;92863.56;1129.09;84880.89;3510.81;96408.84;3554.29;34262.44;0;33475.55;2508.342;29816.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RSRC1_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11992.395;44288.57;10339.8;50169.69;13693.585;51816.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2690.89;8626.61;2570.18;8451.12;3343.82;11534.5;9614.96;16249.87;12498.36;21370.96;12262.26;23700.26;16188.7;7510.41;18830.7;9904.26;18198.8;10759.4;94579;19330;90824.9;26078.7;88112.4;23919.3;149777.6;20309.53;131507.9;20833.34;123468.3;22583.72;150477.1;5691.83;125888.4;9476.56;106479.7;9108.52;163673.1;6489.233;123074.5;11090.63;124135.2;9087.64;89599.2;5087.99;78533.2;4446.25;78955.5;5294.76;114981.7;10230.08;100428.9;8931.569;101727.6;6699.444;0;0;0;0;0;0;0;0;0;0;0;0;10739.26;31621.6;16506.36;10482.27;14001.68;13795.4
RT05_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27037.24;61745.8;32248.54;69645.3;32878.24;9952.18;545029.49;1140282.5;333432.97;637316.3;411900.17;723136.8;25616.89;298936.4;37699.943;397345.31;27173.876;472816.86;13380.54;44210.79;9377.47;73732.25;12621.005;73023.3;193571.71;65931.769;256645.15;87841.893;238695.53;91359.3;605224.03;58005.713;606282.1;79552.817;639294.7;89451.491;715442.2;57517.235;576567.7;83578.96;545732.2;78788.88;173168.82;20140.283;164857.52;16778.75;158363.18;18869.5;106860.25;5968.87;108592.28;11013.808;90142.4;10683.94;21551.7;2461.6;22524.6;3010.01;21391.9;3303.02;30689.9;1910.41;31849.3;2384.87;27907.2;3243.71;71979.4;8613.91;51071.9;8149.01;67948.2;8821.39;42068.38;28827.21;37573.26;15858.99;32446.3;11740.043;17030.842;25776.83;16273.141;19253.107;13422.383;13193.17;13700.13;188492.3;25629.911;38677.5;19143.883;62087.77
RT06_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44842.6;35498.8;25307.9;30208.5;39321.1;37754.1;90548.2;422670;97716.2;555715;98908.5;45517.6;62018.4;270068;49658.3;252783;54328;256775;80066.4;219059.7;85060;319992.4;70918.34;395115.9;37599.71;70213.4;51861.85;119309.7;54425;117247.6;241801.3;60426.38;364573.1;102779.6;374313.3;93357.8;180685.5;10844.46;203709.9;15691.95;236396;15916.81;738862.3;43993.4;747284.8;68077.98;619400.1;57522.42;151245.8;14521.44;148392.7;9107.98;135897.1;9021.36;49842.4;2038.29;40384.3;4481.85;34719.8;4570.31;4348.11;0;3142.82;0;3415.19;368.015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;909.577;16872.7;907.794;2439.32;2591.09;7236.56
RT07_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60228.7;362703.8;33278.3;233686.8;41985.1;297625.4;0;0;0;0;0;0;65493.62;461112.6;37866.3;424701;47404.34;413131.5;61548.9;243554;57477;373375;47380.3;431537;33566.75;95710.9;30171.59;166956.8;39921.18;183796.9;142175;53159.2;169748;66132.6;175764;72158.6;652584.06;62161.738;758001.84;100138.825;987249.9;94595.16;616781.9;37268.817;384264.9;38865.608;322140.2;43639.428;349543.2;30561.413;325589.7;33236.67;268552.7;36426.75;143415.8;12387.51;140112.9;16467.95;132985.6;16374.67;106900;7857.25;84648.9;12365.4;97799.2;10482.2;52495.9;3639.44;46224.9;2169.3;54369.1;6080.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9275.67;30271.7;10799.7;8515.39;9625.68;10288.9
RT09_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19812.2;65134.7;94965.7;637114;28683.7;474968;42220.56;382808.6;40065.71;331802.1;61051.75;906143;230258.37;1881334.3;125844.13;1685867.5;161725.2;1715393;49281.1;362219.6;36260.94;431251.9;41763.8;69018.95;117752.8;958035;77959.93;864969.2;111688.65;904054.6;191862.32;676075.9;179589.74;906540.2;177562.16;1088814.5;176115.25;465689.24;170104.7;894084.3;221234.99;788243.3;674089.91;252434.52;917936.61;321450.79;806432.55;303004.54;1405461;106636.036;1573277.4;137753.307;1585077.9;133886.49;2957771.48;480953.872;2946215.21;578203.662;2298549.1;372125.215;241242.54;21862.479;181607.71;13400.526;170534.4;14436.731;351425.48;15767.773;302393.35;28250.58;273773.97;20736.261;261547.75;15496.445;203733.33;18823.29;215370.74;14541.01;4042.3;0;4003.72;0;4112.12;0;46379;4982.672;47764.27;7810.313;45726.67;2404.11;1014.58;390.863;933.158;0;803.344;0;27186;33026.92;24947.2;21115.07;19633.12;9859.014;26165.99;75022.3;33593.39;22684.85;29039.51;21189.04
RT10_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4613.81;26623.8;3382.81;21939.6;3577.49;21768.9;0;0;0;0;0;0;4818.09;16290.1;5869.17;35567.1;5196.25;35363.2;20339.1;10714.7;38634;14593.5;36210.1;15417.4;37632.5;3044.86;51757;3475.51;42558.6;4693.72;48975.9;2831.07;33088.2;4863.45;36014.3;5141.06;22545;2180.91;13769.7;1911.94;13227.8;1781.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT11_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;1139.59;24987.3;2828.29;31207.3;2995.26;96612.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74137.7;71301;71287.2;82860.3;73760.3;92781.7;94881.8;126568.2;107994.3;178148.8;117318.2;194450.3;256047.36;91878.27;343092.03;107775.72;318159.84;113480.91;1016194.91;103659.95;1080683.91;127603.762;1195800.32;130329.201;214270.41;16456.4;224217.42;28222.27;208787.15;25474.33;828664.57;53394.85;949594.14;40415.94;938561.49;45603.15;773040.2;13086.09;779402.3;24614.14;652306.5;23085.61;1022617.5;31565.6;918604.2;56096.29;912719.1;47603.811;653265.95;28066.189;607178.07;28401.446;638537.33;39302.062;240459.23;28171.73;244006.15;26451.54;268394.02;16382.369;91732.35;41227.39;83126.208;23690.831;67070.57;18313.111;40479.8;34306.7;34152;31005.6;33896;21871.6;71990;470587.27;88075;93334.3;78106;137620.86
RT16_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2888.67;15780.4;812.025;12350.6;1334.92;16467.8;11984.05;79541.1;9810.64;80055.2;12852.26;25847.75;51957.71;492178.8;32661.21;548385.9;55956.6;538066.7;21789.21;178865.3;24732.56;242462.4;23554.13;262453.7;25196.3;95867.9;25387.5;151027;28411.5;133801;119873.09;48306.17;167871;61758.39;158303.1;56248.46;1950642.8;137872.19;2079609;183344.59;2615112;198066.97;2272891;135818.9;1801519;201582.6;1610567;184072.6;1231092.9;114900.15;1181937.6;101095.113;1145617;99557.09;176221;8841.53;171548;14102.2;140574;16232;428808;22174.93;461527.2;38953.07;452770.7;29812.56;97426.4;3271.9;99261.9;7805.88;108960;11257.2;2879.3;438.5;4323.81;0;2993.65;0;95504.81;65419.22;87932.9;33973.76;71994.04;24920.77;112451.9;154738.6;110538.2;106843.7;80466.5;78064;9932.87;71938.8;15076.3;16378;13472.3;23001.3
RT17_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27795.6;327506;10266.2;171982;14636.5;200378;22789.19;361687;23482.26;465626;21323.02;38045.6;35596.09;485269;24982.72;389328;33064.42;419898;13241.6;90343.4;12122.7;140143;7155.39;169530;27393;138731.7;29096.97;214915.9;34215.7;221853.6;294117.6;97685.6;362010.3;122850.1;397776.6;120474.4;806554;62314.58;820935;78641.08;1149813;70254.53;818918;46442.41;690032.5;73947.384;520730.4;62963.865;378492;32854.5;353206;30602.2;324788;28980.2;520935;22600.68;456553.3;35841.93;346900.2;30582.58;70705.1;4617.62;42751;5811.95;52268.2;4459.33;142283.4;6336.19;141756.6;7103.78;152601;10375.9;19956;2673.13;27240.1;4238.5;27048.7;2376.27;8080.77;5006.8;6694.17;3001.16;6099.09;1981.2;26958.5;26981.5;26240.99;17903.59;18781.37;12465.88;18110.48;125204.2;23352.21;22069.81;16799.87;36993.1
RT18A_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44429.8;559383;47933.3;338913;56785.5;343399;600112.5;865144.9;438278.2;1183504.2;610979.2;1250982.1;1894599;299004.6;1562106;493487.8;1588550;520100.6;601105.59;106056.05;486989.58;170969.9;430494.27;211705.82;629951;141646;544441;183118;470567;205929;369199;66460;294807;119141;336705;88389.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12727.8;37011.1;23885.5;16917.5;17385.6;22127.1
RT18B_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1939.41;22622.2;812.051;32052.2;3616.9;24796.3;5948.2;15776.946;6057.56;24509.616;5938.97;24656.995;0;0;0;0;0;0;4477.42;2985.24;13628.9;5294.6;10715.4;3986.77;143275.4;12088.81;145060.5;14264.35;165736.3;17820.74;189329.2;20377.27;149023.4;25517.47;152881.4;17975.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT22_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70848.7;499579.3;29483.67;327877.3;44899.62;421635.8;39143.78;270949.89;36150.95;447071.2;35894.006;39277.12;90432.658;895414.466;64506.8;808535.13;78922.649;879207.641;66530.17;321654.6;55691.7;448974.3;52983.72;596270.9;33243.42;125999.08;36712.4;216553.8;38475.47;237315.9;220742.94;81826.66;300405.07;105299.91;268145.13;123092.34;732195.87;68494.112;821893.892;86847.177;855764.25;92875.129;610920.47;42412.817;399415.716;56930.133;350247.77;58481.257;284781;25204.888;210645.99;21620.712;190095.56;24351.13;338446.4;17554.731;261746.92;24787.025;222085.2;22470.829;255474.07;22400.835;201521.707;33997.642;233204.45;27805.316;135919.1;5562.183;114456.86;8645.441;118038.99;12696.59;56012.43;4051.614;59728.12;7218.062;59747.04;2523.058;702.301;483.486;850.575;441.606;528.487;0;0;0;0;0;0;0;24681.243;139589.65;30415.906;31695.32;23114.29;38119.76
RT23_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23794.57;153193.5;19021.38;131277.4;32729.4;230067.2;31603.24;251162.3;16898.07;205546.9;22958.67;214350.9;114530.54;688900.6;115191.12;689924.1;111224.09;104152.8;110846.55;711216.6;79976.27;701813.3;92599.5;763423.9;152148.29;473822.43;151572.54;713088.9;139152.85;803452.3;28486.5;79837.34;28070.92;150989.2;39952.98;147912.9;218353.2;78752.4;296445.8;97271.86;281936;103541.62;481639.4;36010.51;513024.6;49629.57;573803.1;43541.48;744446.7;26157.454;428262.6;36188.51;396429.5;31734.65;491622.8;35851.55;383023.9;30151.84;361004.2;33553.04;229529.8;10492.658;206126.3;17066.21;156381.6;16576.8;118664.45;6382.19;95977.2;8604.14;108312.83;4777.98;65618.5;2090.816;54495.9;2558.857;63339.1;3199.33;38878.19;2841.844;37561.29;5407.86;39858.5;1079.47;4256.13;2706.27;4760.79;2221.33;4465.69;385.598;4584.7;4481.39;5240.95;3268.57;3547.53;887.47;12323.63;38580.7;15754.81;11679.98;12254.97;12601.49
RT25_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2188.18;16341.9;767.455;21459.8;691.215;22348.5;51963.53;240583.7;54825.6;312789.6;43492.1;367760.2;2659.86;8686.96;2103.73;14633;2068.4;21318.5;102757.24;41076.73;142264.58;66055.16;132498.89;61524.26;251217.3;10087.514;283440.3;25653.82;285550.8;28933.34;228825.33;13010.853;184049.568;24156.764;177833.322;20455.43;90278.8;6914.965;83322.9;9159.713;87308.1;6450.333;100018.1;2298.75;86958.7;6778.29;61004.2;7408.7;12110;0;10355.8;956.941;11201.8;628.766;0;0;0;0;0;0;54709.34;5628.39;53864.37;6702.43;59173.71;4209.87;18320.6;15328.3;19247;7401.51;15633.9;5411.17;9383.22;14106.8;9643.29;7453.6;9995.45;7312.5;12448.29;95357.1;16710.44;19081.71;13631.02;39563.7
RT26_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80572.9;1172440;45183.8;730065;59765.5;1060510;0;0;0;0;0;0;79528.04;1351721.6;56711.49;1176680.5;68791.92;1204203.7;90243.39;1044655.5;112359.98;1508546;113147.35;1718833.3;12832.27;61140.4;18047.11;114965;16295.3;103657.8;208892.143;71981.7;259115.008;92032.2;225548.8;99417.2;482056.89;47436.623;506151.99;70144.61;571049.21;61760.718;814553.98;83189.39;685092.29;75064.153;623709.61;85141.381;430646.9;50840.6;459225.6;54983.2;411865.4;54318.33;89962.6;1803.22;90618.3;5166.9;83451.8;6049.92;52118.2;4536.99;47938.8;3432.12;50037.6;3058.18;124028;10833.7;139881;13082.6;149985;18606.8;762.95;0;692.345;0;1121.39;0;45888.3;38406.49;42366.02;17664.81;41031.61;6953.278;34640.11;45733.1;35184.43;33347.48;29852.82;12035.61;1464.13;10369.2;1363.82;1403.52;1491.24;1170.9
RT29_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3068.71;2604.03;2484.54;4683.45;2271.14;21242.4;18570.1;7209.51;4008.51;27438.5;7288.02;55082.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5336.68;15920.2;2908.47;7440.48;2950.83;8717.56;18290.63;69939.6;13413.27;77632.4;18097.89;7378.17;60434.52;392922;41722.5;307937;52502.92;380228.3;28761.73;91313.8;32543.15;149388.1;27835.93;180465.8;21504.68;61495.4;22474.81;96386.5;31658.34;100483.5;154376.02;63988.13;199349.19;87304.34;197311.03;82878.76;538177.2;35874.469;645198.8;60025.31;762827.2;63770.784;599011.48;33291.141;389100.68;38674.351;316924.05;37974.615;179545.75;16108.127;157600.11;14768.522;149638.985;16854.752;74416.9;2916.033;70655.5;10014.95;60739.9;9890.69;5555.45;0;4922.21;802.813;5781.63;0;19134.03;1581.163;23798.9;1179.925;20026.82;1369.567;4425.58;417.431;5766.45;0;5489.2;391.25;0;0;0;0;0;0;7607.26;8194.08;8248.01;4631.84;5223.7;3673.51;682.378;4923.59;2150.03;1021.7;1088.98;932.225
RT30_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27699.7;227576.7;38730.3;117301.6;34001.3;95636.5;322660.8;440332.2;266666.1;445458;310274.8;576261.8;2268160.8;266919.4;1742753.2;492187.59;1769418.67;565414.64;897396;145733.53;732734;204067.62;624204.1;260513.07;161802.8;35940.3;155075.6;30198.73;138919.7;39089.11;0;0;0;0;0;0;33432;6731.37;33741.9;6810.23;39031;8487.44;12232.9;2541.89;19650.4;7174.97;19110.4;2054.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT31_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1726.47;10741.7;1323.37;7225.77;2800.44;937.473;13145.579;163621.09;11243.498;151298.81;15130.464;195091.15;28788.03;188427.941;26616.585;236245.57;25685.468;273544.41;25272.179;122512.27;22476.902;181875.49;29319.62;210637.12;751880.45;310358.295;872397.23;391002.099;897959.66;425065.15;1403792.63;121633.261;1582480.25;183946.947;1765558.2;174589.27;853573.96;77345.383;890804.17;110578.109;760669.84;89728.627;49387.81;5538.66;36563.08;6284.107;34931.72;6136.34;4885.61;0;5614.61;697.184;3001.92;603.728;0;0;0;0;0;0;0;0;0;0;0;0;5969.07;668.023;4595.98;660.754;6353.15;0;0;0;0;0;0;0;0;0;0;0;0;0;21131.1;116028.73;23788.12;28499.73;23682.45;33929.67
RT33_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6614.56;80367.5;6147.39;24469.5;5116.98;7276.01;5449.791;198241.2;3998.401;143429.5;5098.484;188414.6;13681.666;168127.54;11237.786;237860.2;8977.26;286112.2;10234.9;77832.8;10194.1;142920;11895.1;131947;283971.2;118818;375308.3;152819.2;357454;148670.2;595997.7;61141.49;638715.7;80338.25;764984.1;87558.6;782872.1;53238.19;573103.4;73149.72;539876.1;79258.08;106913;15567.2;82572.9;14232.5;73819.3;15719.8;0;0;0;0;0;0;43984.9;4640.8;35955.6;7971.13;36895;5757.44;20798.7;1964.7;19475.5;1031.24;23333.9;4092.57;12967.5;2803.77;14882.4;5800.63;17640.4;2084.92;0;0;0;0;0;0;0;0;0;0;0;0;4683.61;28177.2;4491.59;6623.8;4656.61;7001.13
RT35_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19021.3;73651;22057.9;50938.9;22735.3;5818.4;25370.193;116392.8;13217.91;99960.96;29551.08;127426.7;45007.366;228446.19;103173.439;349419.9;100798.854;391667.6;4266.8;9204.05;3764.25;10174.6;5597.01;9791.56;288033.3;123750.51;303731.2;156795.03;308910.2;178897.03;377704.17;42585.26;403885.3;74087.63;418284.109;83285.51;506620.1;48313.622;480416.6;71529.222;422930.4;63624.364;21879.3;2257.71;21920.3;2636.56;19668;2459.12;39894;3046.33;41290.2;7953.39;35114.5;5478.9;0;0;0;0;0;0;0;0;0;0;0;0;3320.62;425.39;2308.37;605.119;3653.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT36_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18271.4;22621.8;14696.3;25823;16644;73826.6;0;0;0;0;0;0;266081;66612.6;68782;392155;46462.1;165081.7;331003.2;268233.5;151381.6;206024.1;134616.2;297509.4;335653.859;114105.11;1251388.82;1249293.3;406168.956;1168805.38;436688.9;261783.1;420979.8;291478.9;543338.1;646135.7;449519.5;242116.5;248228.4;271070.4;334234.3;246239.9;0;0;0;0;0;0;0;0;0;0;0;0;85425.9;67468.4;102866;77665.7;87800.6;79990.1;16410.6;45656.2;20988.1;24026;22815.5;31243.6;509833.898;838537.019;620861.649;533365.3;638765.92;649648;734247.9;365328;736667.7;519555;744041;587206.8;632466.8;235298.47;477216.9;346131.89;491135;346813.2;183653;96578.9;110293;89964.6;112580;109149;27452.2;9387.6;22552;18481.5;25379.1;20932.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RT63_HUMAN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9190.1;71562.9;10471.7;49557.9;10235.2;54192.7;28338.4;355613;25978.03;182995.7;21634.99;249475.8;137157;223047;91501.5;280689;135601;324153;1919440;415179;1842690;488543;1599410;585994;684747.6;156041.2;613794;226767.4;470763.5;236751.4;246215;65185.5;240496;88207.4;206889;77672;188871;34467.4;152894;65794.5;168932;47056.9;70311.6;9378.35;69222.9;10235.9;71170.8;14078.2;23042.1;2334.01;22885.7;8210.11;27183.3;2371.88;0;0;0;0;0;0;0;0;0;0;0;0;4426.25;14923.7;6354.02;3159.86;4512.44;5416.08
